epoch,train_loss,train_acc,val_loss,val_acc
1,0.12298045421329637,0.9341666666666667,0.030299876880349075,0.99375
2,0.0298386287871593,0.9916666666666667,0.07509323195435855,0.975
3,0.016829679048387333,0.9975,0.012865237772490126,1.0
4,0.023483937174702683,0.9941666666666666,0.0362941514670522,0.98125
5,0.029174445258201256,0.9975,0.04846029115431577,0.985625
